collctions,collctions-href,details,details-href,image1-src,image2-src,finshihoptions-src,description1,description2,technical,productcodes
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","","","","Upgrade to CF Mechanism","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/concealed-screw-surface-bolts","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","","","","Technical Specifications",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-disc-crystal","","","","","Disk Rosette Style:
Passage Set - 5109 
Privacy Set - 5209 
Dummy, Pair - 5059","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-14r-ss-hinge","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","http://emtek.com/products/passage_privacy_levers/LV_46_Poseidon_Disk_US10B.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","http://emtek.com/products/passage_privacy_levers/LV_26_Hermes_Square_US10B.jpg","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-cone-knob","","http://emtek.com/products/cabinet_knobs/CK_16_Brass_Cone_CabinetKnob_US19.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","http://emtek.com/products/passage_privacy_levers/LV_25_Hercules_US26.jpg","","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","http://emtek.com/products/cabinet_pulls/CP_06_Brass_Arch_CabinetPull_US10B.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","","","","","Technical Specifications",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-globe-knob","","","","","","","86152"
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","","","Technical Specifications","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/bezier-cabinet-knob","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","http://emtek.com/finishes/US15A_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-418","","","http://emtek.com/levers/LV_09_Basel_US26.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/bauhaus-pull","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/casement-latch","","","","-Sold as complete set. 
-Includes screws and 3 -strikeplates 
-For pricing information contact any EMTEK® dealer","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","http://emtek.com/products/passage_privacy_levers/LV_08_Athena_Square_US15.jpg","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-bar-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","","","","","Supplied with:   
- Both 1/4""-20 Screws and #10-32 Screws  
- Adapter for #10-32 Thread   
- 2 Threaded Washers 
- 2 Decorative Caps 
- Two 2"" #10-32 Machine Screws","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","http://emtek.com/products/bath_hardware/BH_54_Modern_TowelRing_RoseSmallDisc_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","","","","","Square Rosette Style:
 Passage Set - 5110
 Privacy Set - 5210
 Dummy, Pair - 5050"
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","","","","","Some retrofitting may be necessary. Please contact Emtek®'s customer service to confirm product model."
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/4-dutch-door-bolt","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-double-hook-with-rosette-option","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","http://emtek.com/products/passage_privacy_knobs/KB_07_Bern.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/concealed-screw-surface-bolts","","","http://emtek.com/finishes/US3_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","http://emtek.com/products/passage_privacy_knobs/KB_28_Octagon_Square_US10B.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/4-dutch-door-bolt","","","","","","","4"" Dutch Door Bolt: 8516"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","","","Technical Specifications","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","http://emtek.com/levers/LV_08_Athena_US19.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","","","","","Modern Rectangular Rosette Style:
Passage Set - 5112
Privacy Set - 5212
Dummy, Pair - 5052"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","http://emtek.com/products/passage_privacy_knobs/KB_60_MSC_Rect_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","","","Upgrade to CF Mechanism by adding ""C"" in front of the product code. 
For example: C5111"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/casement-latch","","","","","","Technical Specifications",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-418","","","http://emtek.com/levers/LV_52_Sion_US26.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trail-appliance-pull","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","","","","","","3 1/2” C-to-C: 86377"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","","","","","Modern Rosette Style:
Passage Set - 5107 
Privacy Set - 5207 
Dummy, Pair - 5057"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","","","","- 3"" W x 12"" H
- 8"" Center-to-Center
- Supplied with 4 Wood Screws",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-double-hook-with-rosette-option","","","","","Technical Specification","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","http://emtek.com/products/cabinet_knobs/CK_08_Basin_CabinetKnob_US10B.jpg","","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","http://emtek.com/levers/LV_35_Luzern_US10B.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trail-pull","","","","Sold as complete set. Includes screws 
For pricing information, contact any EMTEK® dealer","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","http://emtek.com/products/cabinet_pulls/CP_06_Brass_Arch_US15.jpg","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","","","","","","","1-1/8"" Diameter: 86269"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/concealed-screw-surface-bolts","","","","-Sold as complete set.
-Includes screws and strikeplate 
-For pricing information contact any EMTEK® dealer","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-helios-lever","","","","","Upgrade to CF Mechanism","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","http://emtek.com/products/passage_privacy_knobs/Brass_Knob_PC_Disk_US26.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","","","","","Neos Rosette Style:
 Passage Set - 5111
 Privacy Set - 5211
 Dummy, Pair - 5051"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-spindle-appliance-pull","","","","Sold as complete set. Includes screws. 
For pricing information contact any EMTEK® dealer","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-spring-rod-style","","","","","","Technical Specification",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/atomic-knob","","http://emtek.com/products/cabinet_knobs/CK_05_Atomic_CabinetKnob_US10B.jpg","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trail-pull","","","","","","","3"" C-to-C: 86161 
3-1/2"" C-to-C: 86162 
4"" C-to-C: 86163 
5"" C-to-C: 86272 
6"" C-to-C: 86164 
8"" C-to-C: 86165 
10"" C-to-C: 86273 
12"" C-to-C: 86166 
16"" C-to-C: 86274"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","","","Disk Rosette Style:
Passage Set - 5109 
Privacy Set - 5209 
Dummy, Pair - 5059","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/hampton-crystal-knob","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/levers/LV_53_Stuttgart_SS.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","http://emtek.com/products/cabinet_pulls/CP_06_Brass_Arch_US26.jpg","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/levers/LV_17_Dresden_SS.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-zeus","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-euro","","","http://emtek.com/levers/LV_28_Helios_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","","","Technical Specification","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-bar-style","","","http://emtek.com/rosettes/RO_03_SS_Beveled.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-keyed","","","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","http://emtek.com/finishes/US15A_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","","","Disk Rosette Style:
Passage Set - 5109 
Privacy Set - 5209 
Dummy, Pair - 5059","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","http://emtek.com/products/passage_privacy_knobs/LV_Round_Knob_Modern_Rec_US4.jpg","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-double-hook-with-rosette-option","","","","","","","2809"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-orbit-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-spindle-appliance-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-sq-ss-hinge","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-keyed","","","http://emtek.com/levers/LV_24_Hermes_SS.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","","- Can be ordered with any Brass rosette 
- Sold as complete set. Includes Latch and Strike Plate 
- 28 Degree Latch is available for additional charge 
- For pricing information, contact any Emtek® dealer","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trail-appliance-pull","","","","","","Technical Specifications",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed","","","http://emtek.com/levers/LV_56_Triton_US15.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-6","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
